,comments,pub_dates,like_Counts
70,"This is one of the best movie I have seen .....I melts my heart....The innocence they posses is adorable ...Both the kids are pure , funny and really mature yet innocent. They have a great future ahead.",2018-04-19T11:46:45.000Z,15
71,Jai rajasthan,2018-03-20T09:32:11.000Z,0
72,Srk is a love,2018-03-10T14:06:08.000Z,0
73,that's the best movieever made in INdia and my fav too just love it,2018-02-23T14:16:40.000Z,0
74,One of best child movies ... courage comedy emotions all in one ...,2018-02-17T09:52:48.000Z,0
75,Extraordinary !,2018-02-07T08:50:43.000Z,0
76,S  ali  m... Ali da pehla number.... 1st MAY,2018-01-13T11:38:30.000Z,1
77,Great  ❤👍,2017-12-05T16:54:08.000Z,0
78,Awesome movie! Wish SRK would really  contribute to commiunity than self money making machine.,2017-11-18T04:41:59.000Z,0
79,superb movie,2017-10-19T17:54:25.000Z,0
80,drishyamfilms how to watch ur movies online?,2017-09-25T15:48:11.000Z,0
81,Download Dhanak movie torrent from the link http://yoalizer.com/3DDl,2017-09-10T17:08:16.000Z,0
82,I hate the girl and boy so much so over acting,2017-08-17T03:29:53.000Z,0
83,"worth to watch...
that is an awesome movie...
mazaa aa gia yr....",2017-08-07T08:38:23.000Z,0
84,nice move,2017-07-26T06:13:13.000Z,0
85,i don't know why people waste their time by watching salman and shahrukh's bullshit movies.,2017-06-28T17:20:25.000Z,0
86,what a wonderful movie,2017-06-13T11:56:21.000Z,0
87,such a wonderful​ movie......,2017-04-23T11:19:28.000Z,0
88,Türkiye.. Güzel filmdi izlenir :),2017-03-17T13:38:09.000Z,1
89,famaus movie,2017-03-17T07:45:47.000Z,0
90,A nice movie ..... want this type of movie again ...,2017-03-13T17:36:10.000Z,0
91,owhooo amazing,2017-03-11T08:58:28.000Z,0
92,What a nice movie!! Hats off to the small boy and girl. Weldone!,2017-02-10T15:35:58.000Z,0
93,10/10 movie beautiful acting . we need more movie's like this in cinema that guy and girl acted beautifully 😘.,2017-01-16T14:07:17.000Z,0
94,ok,2017-01-02T00:34:06.000Z,0
95,"wowwww....i finally got to see this movie...i was eagerly waiting for it...i loved the trailer and just saw the movie today...i don't have words to describe how much I liked the movie...throughout the movie there were tears in my eyes may be because it has deeply touched my heart...everything is so beautifully executed...the acting, story line, direction, dialogues, songs, everything is awesome....hats off to the makers and the actors...you all did fantastic job...hmare desh ko aise cinema ki bahot zaroorat hai...so keep making such movies",2016-12-14T10:49:28.000Z,0
96,One of my favorite director in Indian Cinema (Not Bollywood 🙏🏻) ...,2016-12-09T19:30:45.000Z,0
97,Awesome movie,2016-12-03T15:33:49.000Z,0
98,watching this tonight,2016-11-21T19:39:30.000Z,0
99,the last dialogue!!!,2016-11-19T10:55:44.000Z,0
100,"Must Watch Friends , highly recommended",2016-11-17T11:07:54.000Z,1
101,Beautiful beautiful beautiful movie,2016-11-13T17:43:11.000Z,0
102,Awesome film Bollywood,2016-10-16T09:56:58.000Z,0
103,awesome movie.....,2016-10-13T18:01:23.000Z,0
104,this movie is little bit suspenceful and also intresting,2016-10-07T17:14:35.000Z,0
105,such a gem in Hindi film!,2016-10-01T20:03:42.000Z,0
106,"I love children movies, thank you keep...going...................",2016-09-29T17:18:32.000Z,0
107,ye film load karne ke baad maine 1 week men 4 baar dekhi aisa actoer kha chupaa huaa tha nice khuda aapko aise hi aabaad rakhr,2016-09-22T14:17:31.000Z,0
108,milllions times better than any srk movie,2016-09-22T01:23:20.000Z,0
109,wow,2016-09-21T20:54:27.000Z,0
110,I am waiting this movie.,2016-09-21T20:54:14.000Z,0
111,I have seen this movie it's so good! But in the description it says he'll get his eyesight back at the age of 10 but it is only 9. Proud to be Indian,2016-09-18T19:15:21.000Z,0
112,mein to marne wala hun. nakki😂😂😂,2016-09-18T15:00:48.000Z,0
113,OMG I'm in love with this movie!!!! 💕,2016-09-18T05:34:17.000Z,0
114,AMAZING and FUN and HOPEFUL film!! :),2016-09-16T21:31:56.000Z,0
115,"For the love of the Almighty, can someone plz tell me the climax!!!!",2016-09-14T17:53:43.000Z,0
116,Class apart Nagesh Sir and all the chatecters specially both the kids...,2016-09-11T07:16:18.000Z,0
117,Lovely movie.,2016-09-07T04:47:01.000Z,0
118,Dhanak is an amazing movie that will get you on a roller coaster trip of happiness and sadness. Just watched it recently and I have to say that this is one of the best movies I've seen in recent times. So beautifully describes the journey of life and the characters that you come across in it. Some of the best acting were on display and I was left surprised even by of the roles who had limited moments but were simply brilliant!! I wish more people would see such amazing movies. 10/10!!,2016-09-04T14:52:58.000Z,38
119,"Just watched it in Netflix, and loved it!",2016-09-04T01:19:16.000Z,0
120,"watched movie, gave me tears, laugh, smile. such a good movie in long time",2016-09-01T20:14:36.000Z,0
121,This is not movie.this is Cinema at its peak.😊😊,2016-08-23T00:44:54.000Z,7
122,Now this is the movie which one should need to watch in Movie halls. Excellent story and acting.,2016-08-09T03:39:27.000Z,0
123,"Merre piyaare Saahruk Khann... 😘😘😘
Innocence Overloaded...
Even I have same love for SRK as this little girl...",2016-08-03T21:19:36.000Z,36
124,good,2016-07-29T16:22:17.000Z,0
125,"i Watched
This Film
it Was Osome
nd
Chotu Was
So Funny",2016-07-24T22:05:48.000Z,0
126,what an amazing amazing amazing movie. must watch. so emotional,2016-07-24T04:47:13.000Z,0
127,an outstanding movie,2016-07-23T17:37:30.000Z,0
128,"andha hai...???
kune apko bhi nhi dikhta...😂😂😂...???",2016-07-20T00:19:39.000Z,6
129,"I was really a treat to watch Dhanak
It was so smooth, touching and free flowing movie. Chhotu and Park marvelous.",2016-07-17T17:26:25.000Z,0
130,Such a beautiful trailer ! :),2016-07-16T05:32:45.000Z,0
131,bhai fan at 1:17 ...looking for srk,2016-07-13T20:52:35.000Z,0
132,bekas film,2016-07-12T18:52:04.000Z,1
133,Only Nagesh Kukunoor can make such a simple yet heartwarming movie! :),2016-07-09T14:16:30.000Z,0
134,super duper movie,2016-07-08T09:47:19.000Z,0
135,nice movi,2016-07-07T19:23:44.000Z,0
136,SRK SRK WE LOVE YOU..,2016-07-06T03:41:40.000Z,0
137,releasing date ?,2016-07-02T21:10:02.000Z,0
138,Fan meets billu barber? I love nagesh kukunor...such a talented director just dont know why another movie is being made about srk..,2016-07-01T20:31:23.000Z,0
139,srk💞💞💞💞💞,2016-07-01T17:43:26.000Z,0
140,amazing,2016-07-01T16:59:27.000Z,0
141,well finaly bollywood is revolutionizing,2016-07-01T15:54:58.000Z,0
142,"This movie is awesome. Heart touching story, great acting by these two kids.",2016-06-30T05:34:10.000Z,0
143,"its a really cute and fantastic movie 
those two child artists just nailed  it 
loved the movie",2016-06-29T22:10:13.000Z,0
144,Our school is  taking us for this movie,2016-06-29T15:43:53.000Z,5
145,awesome movie,2016-06-28T19:56:12.000Z,0
146,"awesome trailer :)) 

dama dama mast kalandar :* jisne b gaya mst voice :)",2016-06-28T18:37:29.000Z,0
147,Superb movie..🙏,2016-06-27T22:12:09.000Z,0
148,LOVED the movie. Amazing !,2016-06-27T03:42:42.000Z,0
149,looks better thn FAN,2016-06-26T15:56:45.000Z,0
150,Lagta hai aapko pata nahi ke chotu salman ka fan like arjun kapoor ,2016-06-26T12:33:09.000Z,0
151,"It's an amazing movie. Sure, it touch your heart",2016-06-25T10:19:56.000Z,0
152,damadum mast qalandar,2016-06-25T06:17:02.000Z,0
153,watched today beautiful movie,2016-06-25T04:38:57.000Z,0
154,i know two of the producers/directors of this movie personally...,2016-06-24T12:32:58.000Z,0
155,His real name is Krrish,2016-06-23T10:59:45.000Z,0
156,Chotu is in our school. He is actually 8 and he is not blind in real (of course) He is really popular now that he is in an award winning film. He is in 4 grade and I am in 6 grade. Our school took us to watch this movie and he was blushing pink. By the way he lives in Mumbai,2016-06-23T10:59:22.000Z,0
157,nice,2016-06-23T08:52:29.000Z,0
158,Dil ko chhuu gyi,2016-06-21T20:29:51.000Z,0
159,That boy is so cute,2016-06-21T06:01:42.000Z,0
160,concept is looking great... but i will watch it for SHAH RuKH KHAN..,2016-06-20T11:38:21.000Z,0
161,Fantastic...,2016-06-20T01:26:33.000Z,0
162,isnt that Raghu raman?,2016-06-19T19:58:33.000Z,0
163,"Now these are the kind of movies India should make ... humble, sincere, spreads a message and are Indian to its core ... loved it !!",2016-06-19T11:52:36.000Z,65
164,"so only srk can give you  eyes, baki saray mar gaye hain. Srk chutiya sala.",2016-06-19T05:29:56.000Z,0
165,super se bhi upper,2016-06-19T02:33:42.000Z,0
166,amazing,2016-06-19T02:21:01.000Z,0
167,super,2016-06-19T02:20:18.000Z,0
168,Very good movie,2016-06-18T05:22:20.000Z,0
169,SRK:-):-):-),2016-06-18T04:34:30.000Z,0
170,"So cute these two are💓 I hope this movie works👌 
*SRK is doing a cameo in Dhanak?*",2016-06-17T21:34:45.000Z,1
171,Don't know why I am still crying,2016-06-17T16:28:55.000Z,19
172,I am biggest fan of salman khan... though i will go and watch this film  for kukunoor and those little two cute kids... Loved the way kukunoor directed...,2016-06-17T15:42:24.000Z,0
173,i think shahrukh produced himself this movie to show how famous he is india. but his last movies shown his status in bollywood it's time to pack up for this overacting shits khans from bollywood. who declares them self king with the help of their stupid fans.,2016-06-17T15:17:19.000Z,0
174,superb superb n superb...,2016-06-17T14:35:42.000Z,0
175,very good and interesting,2016-06-17T11:51:16.000Z,0
176,one of most beautiful movies in India!  hats off!,2016-06-17T10:37:33.000Z,0
177,Awesome....,2016-06-17T08:31:41.000Z,0
178,"it will be a great movie
will definitely watch",2016-06-17T05:55:24.000Z,0
179,it seems like a good movie. I Approve It!,2016-06-16T10:46:12.000Z,0
180,"Now this is the movie , definately movie of the year",2016-06-15T13:18:54.000Z,0
181,"अब RS 30000 se 50000/महीना कमायें.and more...

बस आपको Advertising करना है. अपने android मोबाइल से ...वो भी घर बैठे...

और कम्पनी आपको हर माह आपके बैंक एकाउंट मे रूपया देगी...
कही जाने की जरूरत नही।

तरीका जानने के लिए बस आप इस whatsApp no. (9574914774) पर ""Join"" लिख कर send कीजिए.

join this work& change your life..",2016-06-15T09:11:44.000Z,0
182,super,2016-06-14T15:54:23.000Z,0
183,Looking forward to watch this masterpiece! :),2016-06-14T14:02:57.000Z,0
184,Awesome trailer 😍😍😍,2016-06-13T20:52:31.000Z,0
185,Promising movie :),2016-06-13T06:53:27.000Z,0
186,👍👍,2016-06-11T13:57:33.000Z,0
187,#TeamSharukh,2016-06-11T12:40:17.000Z,1
188,I hope to see Salman and SRK in this film too...and help them out together😅 #TeamSalman,2016-06-11T12:30:57.000Z,0
189,"fantastic 
yrrr",2016-06-10T19:13:47.000Z,0
190,lovely trailer!! hats off sir(nagesh kukunoor).. sir promote this film else ths  type of film are watched by limited audience because many dont come to know about ths films..xcited !!17th june!!,2016-06-10T09:52:29.000Z,0
191,Love vashikaran specialist black magic baba is expert astrologer of vashikaran. Love vashikaran is lightening technique in couple’s life that makes your way of love clear from all the problems. It is a noticeable situation that if your partner does not taking interest in you and going far away from you then to make the love again like last love vashikaran can do this. Love vashikaran has strong power to meet you with your love successfully. call soon 08557912996...,2016-06-10T06:14:06.000Z,0
192,"This is regarding Hindi movies. Bollywood is one the worst movie makers in the whole world. I can give you good examples. Have you ever imagined why Bollywood have not received a single Oscar? There are lots of other movies made in different countries who have received Oscar more than once or one at a time. Hindi movies are made in such a way that they miss something which helps them to stay behind from others in the sense of Direction, Screenplay, Editing and Story. I am trying to explain here not only the bending niche which Hindi movies directors lack but also how they make a real mess out of their own imagination. 
Hindi movies directors lack a sense of Art Direction in first place and in second they lack a sense of reality. Reality, I mean not to show the actual reality, but anything in the story either it's a fiction or non-fiction, the background and the main screenplay,
should look realistic. What they truly adhere is just their readymade movie script and relativity of characters without giving details to Artistic outcome. When you are watching a Hindi movie, just make a focus in the background or try to understand what's in the background of a movie. You will see that not only the set which is made for shooting looks fake and artificial but also the cloths of actors and actresses are very new and feels like they have purchased it just now from a luxury brand showroom and they are dancing and singing in the middle of the street or in a mountain area which is secluded from all human population. 
They do this because Indian people themselves are fools to watch this kind of rubbish that have no meaning at all and not really related towards day to day life. Regarding Screenplay, just imagine a person working in a
factory. He will surely have dirty clothes on him and his hands must be dirty all over. But, if you see a worker in Hindi movie, he is like a model and has luxurious cloth on him plus a nice hair style with sexy girlfriend dancing around him. Also, screenplay acts as a major visual focus to the movie. The details and production companies which do the entire background task should take advise from the directors for completion of reality based production and sequences.",2016-06-10T03:59:30.000Z,0
193,This must be amazing movie.... Complete package of Oscar nominee movie...  I always like Nagesh Kukunur's movie..   Brilliant Director..,2016-06-09T16:09:22.000Z,0
194,"I LOVED THE TRAILER ... 
THIS MOVIE GONNA ROCK ..",2016-06-09T16:00:37.000Z,1
195,Superb,2016-06-09T13:04:14.000Z,0
196,Eagerly waiting..reminds me of I am Kalam...,2016-06-09T10:21:25.000Z,0
197,loved the trailer,2016-06-08T09:19:18.000Z,0
198,still way much batter acting than hakla khan,2016-06-08T05:20:42.000Z,0
199,"this will be not rock the box office, but will rock the peoples heart... becoz this type of real/motive movies are not liked by the peoples, and are liking the movies like Prem Ratan Dhan Payo, Ra.One but not liking Wazir, Drishyam... Movies are becoming hit becoz of the actors not by the story.... This is the real truth of FILM INDUSTRY....",2016-06-08T04:56:10.000Z,0
200,jaby trailer reaction sent me here.,2016-06-07T11:46:39.000Z,0
201,in d must watch list,2016-06-05T23:41:40.000Z,1
202,This ll'b a great story,2016-06-05T19:51:43.000Z,1
203,This is the real journey of a #FAN and movie would be a whole lot better than FAN!!,2016-06-05T19:03:09.000Z,0
204,this is going to win national award .,2016-06-05T18:58:31.000Z,1
205,Waiting eagerly,2016-06-04T06:55:06.000Z,0
206,I am here for Salman khan bracelet,2016-06-04T06:30:01.000Z,0
207,love dialogue,2016-06-03T18:22:03.000Z,0
208,superb..all SRK fans r waiting for Dhanak movie,2016-06-03T13:12:26.000Z,2
209,Great Thought Sir Ji,2016-06-02T00:33:05.000Z,1
210,SEEMS LIKE A GOOD FILM,2016-06-01T12:55:06.000Z,0
211,Awesome,2016-06-01T07:10:02.000Z,0
212,2016 a turning year of bollywood,2016-05-31T16:03:08.000Z,1
213,good like,2016-05-30T17:29:21.000Z,0
214,looks like an emotional movie...a must  watch movie!!!!!,2016-05-30T12:38:22.000Z,0
215,"so sweet. Finally ,Bollywood's starting to produce sensible movies these days.",2016-05-26T22:23:19.000Z,0
216,making good movies is only need of bollywood... otherwise telgu cinema take over on it.....,2016-05-26T08:57:23.000Z,0
217,Waiting............................Cinema hall,2016-05-26T08:56:30.000Z,0
218,M definitely going to watch this movie,2016-05-24T06:30:03.000Z,0
219,great concept,2016-05-22T08:24:03.000Z,0
220,no offense but swing the bracelet on the hand of boy.. it seems boy may the fan of salman...,2016-05-22T00:04:58.000Z,1
221,Very nice. Its a must watch for everybody 😉🤘,2016-05-21T00:05:29.000Z,0
222,copy cat indion  Pakistani song,2016-05-20T21:19:37.000Z,0
223,Srk 😍😍😍😍,2016-05-20T21:01:14.000Z,2
224,hatts off nagesh sir,2016-05-20T08:01:46.000Z,0
225,seems like a good interesting movie... but why is every1 obsessed with Salman/ SRK for humanity these days in movies!,2016-05-19T20:02:57.000Z,0
226,too lovely....,2016-05-19T01:06:14.000Z,0
227,waiting desperately,2016-05-18T15:41:52.000Z,0
228,"can't wait to watch it!! trailer looks really good""",2016-05-18T12:30:45.000Z,0
229,They'll meet sharukh khan in the end ... but there is no real sharukh khan in movie.. :-),2016-05-17T10:53:06.000Z,0
230,Beauty in little things!..  kyun apko bhi nai dikhta kya?,2016-05-16T03:31:34.000Z,7
231,seems like a great watch,2016-05-15T20:42:41.000Z,1
232,amazing boy....lovely trailer,2016-05-15T18:33:53.000Z,2
233,Wooooooooooooooow........kuknoor sir ur back ........we gona watch this,2016-05-15T15:45:33.000Z,1
234,bollywood needssuch movies which have sense,2016-05-14T15:16:35.000Z,0
235,Amazing...can't wait to watch it.,2016-05-14T04:38:51.000Z,0
236,Hats off this will run and break all of the reords in cinema.,2016-05-13T12:15:50.000Z,2
237,assume movie can t belive b is changging ....,2016-05-12T07:41:50.000Z,0
238,Cute trailer boy look amazing it's will be a good movie,2016-05-10T11:58:18.000Z,1
239,"For those who say , they are here for SRK. They don't really know Nagesh Kukunoor! Pity! :-(",2016-05-09T09:34:25.000Z,64
240,Finally a Kukunoor film. Been a long time..... :-),2016-05-09T09:31:55.000Z,0
241,dama dam mast kalandar wow,2016-05-08T17:14:02.000Z,0
242,Crime patrol girl 😂,2016-05-08T13:07:47.000Z,0
243,brilliant trailer....hope this  movie has a brilliant ending as well..,2016-05-08T09:50:03.000Z,0
244,lolzzz SRK sirf andhon ko dikhta hay aur andhon Kay liye hay!,2016-05-08T05:12:35.000Z,0
245,"King khan we all are your Fan, we love you",2016-05-07T21:08:27.000Z,1
246,It'll be a wonderful journey <3,2016-05-07T08:51:28.000Z,0
247,i am here because i was browsing youtube and found it an after saw that srk tweeted it. it was a great trailer awesome also comedic and inspirational,2016-05-07T01:27:00.000Z,0
248,I can't wait after watching this trailer. Thanks Nagesh. As I live in Dhaka so it will take more time to enjoy the original print.,2016-05-05T11:58:06.000Z,0
249,they are an indian i can say  the next generation,2016-05-04T14:19:10.000Z,0
250,Amazing..superb,2016-05-03T14:23:36.000Z,0
251,srk.......,2016-05-02T18:50:32.000Z,0
252,srk....,2016-05-02T18:50:02.000Z,0
253,srk.....,2016-05-02T18:49:44.000Z,0
254,srk.......,2016-05-02T18:49:23.000Z,0
255,srk.........,2016-05-02T18:49:13.000Z,0
256,i m going to see this movie love it:*,2016-05-01T18:15:32.000Z,0
257,That's an amazing trailer,2016-05-01T05:04:30.000Z,0
258,Nagesh Kuknoor is back with Another DOR,2016-04-30T16:57:27.000Z,0
259,thank you sir for making of this type of wonderfull movie....,2016-04-30T11:51:38.000Z,0
260,going to b d 1ofd bst film of bollywood,2016-04-30T07:59:11.000Z,0
261,"superb trailer..

warm blessing to Nagesh K...nd I wish the film should bea big hit",2016-04-29T21:31:55.000Z,0
262,extremely good yrrr loved it must watch,2016-04-29T21:25:16.000Z,0
263,superb. ..👍,2016-04-29T15:34:36.000Z,0
264,nageesh ji makes 1 of d best movies in india.. he is 1 of d few best dirctors who i respect d most for der movies wich has d best meanings.. i hope dis movie will do d same magic as he olwys creates 1,2016-04-29T15:31:23.000Z,0
265,this is very very cutee... :*,2016-04-29T15:15:06.000Z,0
266,it should be salman khan.,2016-04-29T14:59:40.000Z,0
267,Simply awesome,2016-04-29T14:59:02.000Z,0
268,superbbb,2016-04-29T14:12:24.000Z,0
269,trailor seems promising . all the best to the talent team of dhanak. i hope its a hit .,2016-04-29T13:52:21.000Z,0
270,😘,2016-04-29T13:51:11.000Z,0
271,RAM PAL,2016-04-29T12:48:06.000Z,0
272,wow.....these lil kids...amazing....... this movie gonna be truly amazing....,2016-04-29T12:33:26.000Z,0
273,Good morning,2016-04-29T12:15:14.000Z,0
274,mind blowing trailer....was waiting for srk to enter till the end..but was satisfied with the trailer even without him..gr8 work,2016-04-29T11:39:06.000Z,1
275,Well the trailer only is far better than fan !!!,2016-04-29T10:52:59.000Z,2
276,was that guy on bike RAGHU RAM???,2016-04-29T10:35:43.000Z,0
277,epic,2016-04-29T10:30:06.000Z,0
278,gud..,2016-04-29T10:12:58.000Z,0
279,"amazing it is.
mere pyare Shahrukh Khan",2016-04-29T10:10:16.000Z,0
280,superb trailer,2016-04-29T09:11:27.000Z,0
281,amazing.... these kids r so talented..,2016-04-29T07:58:20.000Z,0
282,my like goes to that cute lil guy,2016-04-29T07:32:07.000Z,0
283,"nagesh kukunoor always surprises,, out of d box sir, very different n interesting... he's been making intelligent films since very long... love his films 'rockford'; 'iqbal'; 'dor' n now its time for dhanak.... all d best...",2016-04-29T07:05:28.000Z,0
284,Its really Amazing how you fall in love with the movie and its characters just by 2 minute of haphazard placement of scenes in a trailer.... Really love the trailer and really eager to see the film!!!!,2016-04-29T03:08:14.000Z,0
285,lovely concept,2016-04-28T20:03:20.000Z,0
286,we luv shahrukh Khan,2016-04-28T16:34:57.000Z,2
287,Just Beautiful♡,2016-04-28T15:21:19.000Z,0
288,cannot wait,2016-04-28T15:18:02.000Z,0
289,"This is what we call some fresh air in the bollywood is hovering.
Definitely gonna watch....",2016-04-28T14:19:21.000Z,0
290,great child actors!! definitely going to watch,2016-04-28T10:30:54.000Z,0
291,man! Stay away from srk or aamir. These two are now recipe of flop. srk jerk specially,2016-04-28T09:57:09.000Z,12
292,must watch,2016-04-28T09:16:18.000Z,0
293,best one..,2016-04-28T08:14:37.000Z,0
294,gr8 concept ☺,2016-04-28T08:13:05.000Z,0
295,beautiful......,2016-04-28T07:45:01.000Z,0
296,Now that's what i called MOVIE...,2016-04-28T05:33:52.000Z,0
297,"another cult from Nagesh :) 
#waiting !! #june10",2016-04-28T05:03:21.000Z,0
298,reat!!,2016-04-27T22:33:13.000Z,0
299,if anyone can just give me the link of the song by the child at the end... of the trailer . :D,2016-04-27T21:49:57.000Z,0
300,Brilliant n beautiful concept!! Undoubtedly Lovable!!!,2016-04-27T17:06:19.000Z,0
301,wah,2016-04-27T14:59:02.000Z,0
302,Amazing loved it,2016-04-27T12:02:08.000Z,0
303,it will be a fantastic movie. bollywood is changing.,2016-04-27T11:29:43.000Z,14
304,ankh bhar aayee yaar,2016-04-27T11:24:44.000Z,0
305,waiting,2016-04-27T10:34:16.000Z,0
306,Nice aisi filmon SE Sikh milti h,2016-04-27T04:13:46.000Z,0
307,Almost every Bollywood movie got something in it from Pakistan either its name or its excellent piece of work..and in this movie its the song Jhole lal,2016-04-27T01:47:32.000Z,1
