,comments,pub_dates,like_Counts
0,Stream & watch back to back Full Movies only on Eros Now -  https://goo.gl/GfuYux,2018-04-26T05:23:50.000Z,1
1,fahum,2018-06-13T22:24:19.000Z,0
2,Happy Birthday shraddha kapoor,2018-03-03T15:09:26.000Z,0
3,This movie is more than a band 👌👍👍👍🙏🙏,2017-09-13T02:49:43.000Z,0
4,"Here is a thought....#rockon was made when we wanted the Rock scene to be explored by all. Whereas...#rockon2 made while there are so many mainstream musics out there. Cant help it yehi waqt ka ishara.
Need the same production house with progressive story line..!!",2017-09-01T18:14:44.000Z,0
5,"Story is good, But that Magic is missing from Songs",2017-07-27T13:50:38.000Z,0
6,😍awesome trailer⚡,2016-10-27T13:13:40.000Z,0
7,"great , waiting for it",2016-10-27T10:01:00.000Z,3
8,I'm krezy for this movie...,2016-10-27T04:30:16.000Z,0
9,Thankyou for the subtitle,2016-10-27T03:52:47.000Z,0
10,loved the title song of the first part of RockOn,2016-10-26T18:00:52.000Z,0
11,Looks good.,2016-10-26T17:58:13.000Z,0
12,awesome. will rock,2016-10-26T14:14:33.000Z,0
13,it's rockss,2016-10-26T07:13:30.000Z,1
14,decent trailer...,2016-10-26T05:19:19.000Z,0
15,Amazing. Trailer looks classic.,2016-10-26T05:07:35.000Z,1
16,I wanna make love to Shraddha Kapoor.,2016-10-26T04:58:05.000Z,1
17,Good one!!,2016-10-26T04:48:10.000Z,1
18,superb.,2016-10-26T04:34:36.000Z,1
19,love u Farhan sir,2016-10-26T03:12:35.000Z,0
20,i thing rock on only the best,2016-10-25T20:07:10.000Z,0
21,Magik❤ Sharddha 🤐💩,2016-10-25T19:55:04.000Z,1
22,Rock on again....,2016-10-25T19:03:15.000Z,0
23,nice tralier 😀😀😀,2016-10-25T18:58:55.000Z,1
24,nice,2016-10-25T18:57:38.000Z,0
25,"""Rock on"" Song gave me Goosebumps☺",2016-10-25T18:45:21.000Z,0
26,shraddha ❤❤❤,2016-10-25T13:58:01.000Z,6
27,don't know about the movie but title song is looking fantastic,2016-10-25T13:53:47.000Z,3
28,"well, the trailer wasn't upto the mark but its a farhan akthar movie and that guy never disappoints",2016-10-25T13:51:07.000Z,2
29,I m your big fan farhan sir,2016-10-25T12:25:51.000Z,0
30,wow I love it,2016-10-25T12:25:28.000Z,0
31,wow I love it,2016-10-25T12:25:21.000Z,0
32,Arjun rampal is only interesting thing in this movie,2016-10-25T11:55:52.000Z,2
33,after watching this trailer i m going for WATCHING ROCK ON 1. 😂👌👌,2016-10-25T11:45:35.000Z,19
34,like,2016-10-25T11:41:23.000Z,0
35,Woah.....Rock On is back with a bang. Goosebumps,2016-10-25T11:35:30.000Z,6
36,Love it ☺️☺️☺️☺️😋😋😋😋,2016-10-25T10:52:29.000Z,0
37,I only like the Rock On song from movie,2016-10-25T10:51:24.000Z,6
38,1:52.... who was there????,2016-10-25T10:44:58.000Z,0
39,Eagerly waiting.first day first show!,2016-10-25T10:32:33.000Z,4
40,"ah.. meh. and why the same rock on song? ran out of ideas? haha who am i kidding, bollywood with ideas? xD",2016-10-25T10:26:02.000Z,1
41,just like Arjun rampal in this trailer i want to ask excel entertainment that ye tha tera idea ye tha new magic. this rubbish... the frustrating thing is that they ruined classic ROCK ON. Shraddha Kapoor voice just does not make melody sound...,2016-10-25T10:25:32.000Z,35
42,i didn't find any excitement after watching dis..i just felt like i have watched aashiqui trailer again..,2016-10-25T10:19:33.000Z,14
43,looks boring,2016-10-25T10:10:37.000Z,2
44,Lets not compare rock on with rock on 2. Lets watch it and enjoy. I see too much of drama in the trailer.,2016-10-25T09:57:50.000Z,4
45,That voice of shraddha loving it already,2016-10-25T09:53:09.000Z,10
46,and I love erosnow channel,2016-10-25T09:43:53.000Z,4
47,best trailer and I'm waiting 4 movie....,2016-10-25T09:43:01.000Z,0
48,captions or subtitles ??,2016-10-25T09:21:48.000Z,0
49,flop... not even near first movie,2016-10-25T09:17:38.000Z,2
50,Seems like typical bolllywood guessing movie!,2016-10-25T09:15:36.000Z,0
51,This movie is only about shraddha and how great she sings blah blah. the trailer disappointed me. I'm very upset,2016-10-25T09:14:05.000Z,6
52,Looks awesome. going to rock the box office,2016-10-25T09:07:39.000Z,6
53,not interested,2016-10-25T09:06:21.000Z,0
54,why does shraddha kapoor sing a song..... so annoying voice,2016-10-25T09:02:40.000Z,6
55,not my tempo,2016-10-25T09:02:15.000Z,0
56,"@1:52 - 1:53 , that is what MTv talking about",2016-10-25T08:58:11.000Z,1
57,Everybody disliking all the promotions and music of Rock On 2. Best part is everybody gonna like the movie and music after the release. Sometimes very low expectations are good.,2016-10-25T08:54:45.000Z,18
58,"Rock on!! was awesome and fresh..this looks so pale, including music..seems like that bevda from aashiqui 2 died and then that cry baby arohi joined aditya shroff's team and started to cry in Magik! Missing Abhishek Kapoor for sure! Trailer itself will make you sure to avoid this movie! Only for shraddha fans",2016-10-25T08:50:56.000Z,3
59,better than trailer 1 thoda interest aaya,2016-10-25T08:40:20.000Z,3
60,rock on praody,2016-10-25T08:38:36.000Z,0
61,U r cheating us with Rock on's name..the movie is all abt shradhha..and not magik..disappointed,2016-10-25T08:32:02.000Z,1
62,boring,2016-10-25T08:29:34.000Z,0
63,what rubbish,2016-10-25T08:22:15.000Z,0
64,there is no magik....seems like nothing new in it....sab movies ka mixture lagta hai...khicha taani karke second part banaya hai....story line bhi week lagti hai...only for the sake of name....ROCK ON 2...cchal futt....i wont even watch it on torrent...agar dekha bhi toh forward kar karke dekhunga...,2016-10-25T08:17:52.000Z,9
65,Their acting suckd,2016-10-25T08:01:08.000Z,0
66,hit dislike if u think rock on 2 better than dangal,2016-10-25T08:00:08.000Z,0
67,definetly watch this movie.  You are so talented shradda.,2016-10-25T07:58:39.000Z,12
